id,nom_estab,raz_social,codigo_act,per_ocu,telefono,correoelec,www,nom_vial,numero_ext,cve_mun,latitud,longitud
1888806,Imprenta Grabados Y Timbrados,,323119,0 a 5 personas,3314685120.0,,,Juan Jose Baz,1050.0,39,20.69207434,-103.34051026
1915838,Imprenta Grafica De Occidente,,323119,0 a 5 personas,3222224150.0,imprenta_grafica@hotmail.com,,Libramiento,261.0,67,20.60165611,-105.2259968
1912768,Imprenta Grafica De Vallarta,,323119,0 a 5 personas,3221316067.0,imprentagraficapv@hotmail.com,,Melchor Ocampo,211.0,67,20.6310815,-105.22108245
1927465,Imprenta Graficos Elifelt,,323119,0 a 5 personas,3323649280.0,,,Niños Heroes,358.0,101,20.6302948,-103.28169803
1839221,Imprenta Graficos Finos,,323119,0 a 5 personas,,francisco1964imp@outlook.com,,Pavo,343.0,39,20.67164074,-103.35348252
1839219,Imprenta Graficos Finos,,323119,0 a 5 personas,3335875198.0,coleygosa@gmail.com,,Libertad,1192.0,39,20.67147692,-103.35331392
1952342,Imprenta Graficos Gonzalez,,323119,6 a 10 personas,3336096730.0,,,Monte La Luna,801.0,39,20.69775777,-103.31482125
1653810,Imprenta Graficos Y Mas,Graficos Y Mas Sa De Cv,323119,31 a 50 personas,33140905385.0,ventas@graficosymas.com,www.graficosymas.com,Industria Del Agave,147.0,120,20.74366675,-103.38970497
1840984,Imprenta Grafix,,323119,0 a 5 personas,,graficosteco@hotmail.com,,Portal Morelos,21.0,88,20.20207544,-104.04901144
1640425,Imprenta Grajeda,,323119,0 a 5 personas,3424212032.0,,,Pedro Moreno,27.0,82,19.8823921,-103.59630993
1916016,Imprenta Graphics Max,,323119,0 a 5 personas,,jorgea.ruiz75@hotmail.com,,Patria,3219.0,120,20.62842625,-103.40302796
1666484,Imprenta Grupo Deja Vu,,323119,0 a 5 personas,,dejavusalidas@hotmail.com,,Frias,745.0,39,20.68843745,-103.36007735
7799768,Imprenta Grupo Rilos,,323119,0 a 5 personas,,impresionesrilos@hotmail.com,,Nueva Galicia,1029.0,39,20.66976001,-103.35050112
9122677,Imprenta Guadalajara,Imprenta Guadalajara Sas,323119,0 a 5 personas,,info@imprentaguadalajara.com,www.imprentaguadalajara.com,Libertad,1167.0,39,20.67137952,-103.3527672
1662190,Imprenta Gutierrez,,323119,0 a 5 personas,,imprentagutierrez@hotmail.com,,Reforma,42.0,23,19.70350874,-103.46514368
1666608,Imprenta Hector Graficos De Occidente,,323119,0 a 5 personas,,,,Juan N. Cumplido,573.0,39,20.68588883,-103.35821452
1647868,Imprenta Heliotropo,,323119,0 a 5 personas,3326877694.0,impresosheliotropo2@hotmail.com,,Heliotropo,19.0,98,20.63827636,-103.29972373
1897834,Imprenta Hermanos Rivera,,323119,0 a 5 personas,3867520229.0,,,Morelos,109.0,3,20.70335981,-103.97448094
1915128,Imprenta Hermanos Ruiz,,323119,0 a 5 personas,3222985616.0,,,Lopez Mateos,33.0,100,19.93473829,-105.24937288
7342043,Imprenta Hermosa Provincia,,323119,0 a 5 personas,,,,Genaro Vega Salazar,7.0,39,20.68486736,-103.277881
1698344,Imprenta High Diseño,,323119,0 a 5 personas,3336734202.0,,,Manuel J. Clouthier,190.0,120,20.67288259,-103.41714221
1910196,Imprenta Ideal,,323119,0 a 5 personas,3222224668.0,,,Brasilia,566.0,67,20.62134954,-105.22565083
1910963,Imprenta Iguana,,323119,6 a 10 personas,3222242755.0,iguanabiglonas@hotmail.com,www.imprentaiguana.com.mx,Morelia,121.0,67,20.63121707,-105.2278476
1666596,Imprenta Imagen Creativa,,323119,0 a 5 personas,,juan.miranda1@hotmail.com,,Hospital,813.0,39,20.68517695,-103.35306261
1694030,Imprenta Imagen Empresa De Occidente,Imagen Empresa De Occidente Sa De Cv,323119,0 a 5 personas,,,,Enrique Ladron De Guevara,2545.0,120,20.64064815,-103.43268292
1875818,Imprenta Imagen Litografica,,323119,0 a 5 personas,3338100345.0,,,Martin Alonso,1359.0,39,20.64382964,-103.36984277
1954759,Imprenta Imagen Litografica Milenio,,323119,0 a 5 personas,,,,Hacienda La Quemada,1687.0,39,20.69604263,-103.29812211
7799819,Imprenta Imagen Visual,,323119,0 a 5 personas,,imagenvisual@hotmail.com,,Manzano,134.0,39,20.66885325,-103.34851334
8982174,Imprenta Imagen Y Diseño,,323119,0 a 5 personas,,,,Jaime Torres Bodet,3358.0,39,20.62608389,-103.39867239
7867938,Imprenta Imppant Ocotlan,,323119,0 a 5 personas,3921035805.0,,,Hidalgo,951.0,63,20.36301149,-102.77221911
7051583,Imprenta Impre Express,,323119,0 a 5 personas,,impreexpress@hotmail.com,,Mesa Del Norte,93.0,39,20.70773534,-103.32298524
8385320,Imprenta Imprearte,,323119,0 a 5 personas,3334631224.0,,,Medrano,3984.0,39,20.65119117,-103.28240275
7581297,Imprenta Impreideas,,323119,0 a 5 personas,,,,Hidalgo,56.0,7,20.79936435,-104.00395495
8972014,Imprenta Imprematic,Imprefutura Sa De Cv,323119,0 a 5 personas,3314154822.0,ventas@imprematic.com,www.imprematic.com,Tepeyac,1120.0,120,20.66201631,-103.40563634
1657741,Imprenta Imprenzza,,323119,6 a 10 personas,,imprenzza@hotmail.com,,Ramon Corona,167.0,23,19.69941955,-103.46373686
1910766,Imprenta Impresiones Finas,Impresiones Finas De La Costa ,323119,0 a 5 personas,,impresiones_finas@hotmail.com,,Guadalupe Sanchez,634.0,67,20.61079695,-105.23288057
1839897,Imprenta Impresol,,323119,0 a 5 personas,,impresol46@hotmail.com,,Comonfort,263.0,39,20.6629796,-103.32199449
1952496,Imprenta Impresos Cosmos,,323119,0 a 5 personas,,,,Puerto Progreso,1742.0,39,20.695688,-103.31797897
1842618,Imprenta Impresos E Imagen,,323119,0 a 5 personas,,impresos.imagen@hotmail.com,,San Felipe,554.0,39,20.67943469,-103.35143313
1962637,Imprenta Impresos Leal,,323119,0 a 5 personas,3322141699.0,,,General Eulogio Parra,998.0,39,20.68702157,-103.35503309
1951398,Imprenta Impresos Quezada,,323119,11 a 30 personas,,arte@impresosquezada.com,,Monte Alban,2460.0,39,20.70799286,-103.31911475
1883163,Imprenta Impresos Romser,,323119,0 a 5 personas,3312686792.0,,enriqueserna67yahoo.co.mx,San Venancio,29.0,39,20.71388506,-103.3216214
1801702,Imprenta Industrial Y Comercial,,323119,11 a 30 personas,3929223880.0,,,Delgadillo Araujo,106.0,63,20.35625999,-102.77615132
1801690,Imprenta Industrial Y Comercial,,323119,0 a 5 personas,,,,J. Bravo Y Juarez,122.0,63,20.35673619,-102.77605428
1699377,Imprenta Inkplace,Imprenta Inkplace S De Rl De Cv,323119,0 a 5 personas,3336155861.0,,,15 De Septiembre,5678.0,120,20.6776351,-103.43801658
1842763,Imprenta Invitaciones Posdata,,323119,0 a 5 personas,,,,Mariano Barcena,85.0,39,20.67769184,-103.35240172
1807548,Imprenta Jimenez,,323119,0 a 5 personas,3322442756.0,,,16 De Septiembre,50.0,124,20.62032248,-103.06703597
1660588,Imprenta Jimenez,,323119,0 a 5 personas,3929222407.0,,,Ramon Corona,550.0,63,20.34988015,-102.77108925
1634898,Imprenta Jocotepec,,323119,0 a 5 personas,3877630746.0,,,Miguel Arana Oriente,190.0,50,20.28530053,-103.42727445
1906441,Imprenta Jorge,,323119,6 a 10 personas,4747421967.0,,,Miguel Hidalgo,545.0,53,21.35427364,-101.93364215
9142946,Imprenta Jorge,,323119,0 a 5 personas,,,,Miguel Hidalgo,545.0,53,21.35427851,-101.93362745
1785205,Imprenta Juanin,,323119,0 a 5 personas,3467873738.0,,,Jose Maria Pino Suarez,60.0,91,21.44066705,-102.57578062
1654294,Imprenta Juarez,,323119,0 a 5 personas,,,,Juarez,1.0,25,22.11421524,-103.27153077
1630550,Imprenta La Barca,,323119,0 a 5 personas,3939352603.0,ilabarcaj41@hotmail.com,,Abasolo,343.0,18,20.28495828,-102.55028318
1962499,Imprenta La Casa De La Abuela Comunicacion Visual,,323119,6 a 10 personas,3310047837.0,abuelamostrador@gmail.com,www.abuelitadimetu.com,Avenida De Los Maestros,1301.0,39,20.69308051,-103.3530886
7178099,Imprenta La Chirrina,,323119,0 a 5 personas,,,,Morelos Atilano Garcia,55.0,48,20.60837572,-102.2235357
1783692,Imprenta La Economica,,323119,0 a 5 personas,,,,5 De Mayo,780.0,53,21.35474699,-101.94000941
1846195,Imprenta La Española,,323119,0 a 5 personas,,,,Gonzalez Ortega,128.0,39,20.67832734,-103.35032242
1927068,Imprenta La Estrella,,323119,0 a 5 personas,3487831891.0,,,General Arteaga,229.0,8,20.70090662,-102.3519125
1909199,Imprenta La Etiqueta,,323119,0 a 5 personas,3467872389.0,,,Miguel Hidalgo,439.0,91,21.44463325,-102.57353426
1894429,Imprenta La Vid,,323119,0 a 5 personas,3334407811.0,,www.lavid.net,Isla Cancun,2471.0,39,20.6361666,-103.39137323
1855029,Imprenta Leal,,323119,0 a 5 personas,3311475368.0,,,Republica,1228.0,39,20.67625202,-103.32002834
7480151,Imprenta Leonsito,,323119,0 a 5 personas,,,,A Barra De Navidad,20.0,52,20.08724398,-104.10177301
1961729,Imprenta Libertad,,323119,0 a 5 personas,,sellosdegoma8@gmail.com,,Pedro Loza,309.0,39,20.68111369,-103.34838171
1956987,Imprenta Libra,,323119,0 a 5 personas,3336516876.0,armandovlibra@hotmail.com,,Juan Pablo Ii,1926.0,39,20.6940994,-103.30486086
1854670,Imprenta Litho Offset Roca,,323119,0 a 5 personas,3336185690.0,,,12 De Octubre,20.0,39,20.66862819,-103.32571877
1961355,Imprenta Litosol,,323119,0 a 5 personas,,,,Contreras Medellin,436.0,39,20.6833342,-103.35110501
1660242,Imprenta Logo Art,,323119,0 a 5 personas,3222936168.0,ventas@logoartdigital.com,,Merida,103.0,67,20.63259919,-105.22882928
1954881,Imprenta Marbel,,323119,0 a 5 personas,,,,Hacienda San Martin De Las Flores,2621.0,39,20.6976224,-103.29394628
1906234,Imprenta Marquez,,323119,0 a 5 personas,,,,Aldama,728.0,53,21.35714965,-101.93851528
7143440,Imprenta Maser Imresores,,323119,0 a 5 personas,,auditoria@maserimpresores.com,,Arista,1223.0,39,20.6878128,-103.35351176
1896721,Imprenta Medrano,,323119,0 a 5 personas,3336634962.0,,,Roberto J. Cordero,1600.0,39,20.62419712,-103.37118383
1939906,Imprenta Mega Color,,323119,0 a 5 personas,3787153259.0,,,Independencia,193.0,93,20.81269941,-102.75970628
6972451,Imprenta Meme,,323119,0 a 5 personas,,,imprememeqgmail.com,Del Milagro,12.0,73,21.24052167,-102.33073775
1842653,Imprenta Montes,,323119,6 a 10 personas,,litografica_montes@hotmail.com,,San Felipe,669.0,39,20.67934226,-103.35359185
1960748,Imprenta Mpre Red,,323119,0 a 5 personas,3314245260.0,impre_red_jr@hotmail.com,,Juan N. Cumplido,401.0,39,20.68300117,-103.35830598
1778612,Imprenta Multi Impresiones Paquito,,323119,0 a 5 personas,3222223937.0,,,Belice,1393.0,67,20.62077514,-105.22596459
6473398,Imprenta Multicolor,,323119,6 a 10 personas,3221166427.0,,,Etziquio Corona,292.0,67,20.65401994,-105.22076245
8663638,Imprenta Mundiimpresos,,323119,6 a 10 personas,,,,Jose Maria Vigil,863.0,39,20.68967203,-103.35441539
1823124,Imprenta Murillo,,323119,0 a 5 personas,,,,Mariano Abasolo,280.0,15,19.78029242,-104.36506626
8787297,Imprenta Negocion Oromex,Negocios Oromex Sa De Cv,323119,0 a 5 personas,3319676632.0,,,Miguel Orozco Camacho,3978.0,39,20.6236647,-103.37867253
7152770,Imprenta Nitro,,323119,0 a 5 personas,,,,Tepame,946.0,120,20.64981362,-103.45261267
1870861,Imprenta Nova,,323119,6 a 10 personas,3331621236.0,,,Olmo,1390.0,39,20.65625172,-103.36702878
1935101,Imprenta Nova Printer,,323119,0 a 5 personas,3787154330.0,,,Josefa Ortiz De Dominguez,195.0,93,20.82119824,-102.7559264
1846170,Imprenta Observador,,323119,0 a 5 personas,,observador090960@hotmail.com,,Gonzalez Ortega,190.0,39,20.67935576,-103.35029876
1800900,Imprenta Ocotlan,,323119,0 a 5 personas,3929221085.0,,,Morelos,250.0,63,20.34977467,-102.77452792
1875659,Imprenta Offset Plus,,323119,0 a 5 personas,,,,Lopez De Legazpi,1617.0,39,20.63746471,-103.37356996
1799472,Imprenta Offset Sin Nombre,,323119,0 a 5 personas,3334981016.0,gerardoaguilera@yahoo.com.mx,,Francisco I. Madero,763.0,39,20.67331752,-103.35719674
1666518,Imprenta Ojo Cuadrado Editorial,,323119,6 a 10 personas,,ventas@ojocuadrado.com,www.ojocuadrado.com,Hospital,1127.0,39,20.68533732,-103.35970961
1866490,Imprenta Ok Publicidad,,323119,0 a 5 personas,,elgoyo_ok@hotmail.com,,Manuel M. Ponce,268.0,39,20.65684952,-103.29371253
1840030,Imprenta Opcion Impresa,,323119,0 a 5 personas,,,,Pensador Mexicano,1654.0,39,20.66118535,-103.31946467
6953422,Imprenta Orozco Lopez Impresores,,323119,0 a 5 personas,,,,Jesus Reyes Heroles,3357.0,39,20.6323208,-103.39708022
1930175,Imprenta Ortimpresiones,,323119,0 a 5 personas,3787121372.0,ortimpresiones@hotmail.com,,J. Matias Navarro,302.0,93,20.82795672,-102.59679087
7564842,Imprenta Pakal Impresion Y Diseño,,323119,0 a 5 personas,3221375008.0,pakal_digital@live.com.mx,,Morelia,133.0,67,20.63107704,-105.22702131
1800076,Imprenta Paper Artes Graficas,Paper Artes Graficas Sa De Cv,323119,0 a 5 personas,,paper_ag@hotmail.com,,Cristobal Colon,2282.0,39,20.64706059,-103.36952813
1841862,Imprenta Participaciones Aguilar,,323119,0 a 5 personas,3336136528.0,impresiones_aguilar1@hotmail.com,,Pedro Moreno,624.0,39,20.67576528,-103.35198388
1888200,Imprenta Perez Hermanos,,323119,0 a 5 personas,,imprentaperezhermanos@gmail.com,,Jesus Garcia,470.0,39,20.68915665,-103.34735968
8447580,Imprenta Perspectiva,,323119,0 a 5 personas,,,,Morelos,41.0,37,19.80448901,-104.21673221
1928617,Imprenta Pitllal,,323119,0 a 5 personas,,imprentapitillal@hotmail.com,,Independencia,503.0,67,20.65249243,-105.21989662
1910959,Imprenta Print Pv,,323119,6 a 10 personas,3227791170.0,printpv@gmail.com,www.printpv.com,Merida,130.0,67,20.6320099,-105.227226
1697689,Imprenta Print Studio,,323119,0 a 5 personas,,,www.printstudio.mx,De La Patria,880.0,120,20.65880323,-103.42341567
1775891,Imprenta Prisma,,323119,0 a 5 personas,,prismagg@hotmail.com,imprentaprisma.com,20 De Noviembre,307.0,67,20.65192967,-105.21551898
1928950,Imprenta Pronto Printing Impresores,,323119,0 a 5 personas,3222240101.0,,,Avenida,364.0,67,20.6529028,-105.21366811
7921830,Imprenta Publicidad Global,,323119,0 a 5 personas,,,,Francisco Medina Ascencio,540.0,8,20.70588616,-102.35885452
1857048,Imprenta Publicidad Integral Y Consultoria Pics,,323119,0 a 5 personas,,pics@live.com.mx,,Javier Mina,225.0,102,19.7891681,-103.96986856
1719397,Imprenta Publicidad Y Diseño,,323119,0 a 5 personas,,,,Independencia,23.0,45,20.86257828,-103.23995287
7499887,Imprenta Publigrafica,,323119,0 a 5 personas,3222900651.0,,,Jose Maria Pino Suarez,253.0,67,20.69738144,-105.24487794
9204250,Imprenta Publikt,,323119,0 a 5 personas,,,,Encino,250.0,53,21.35726599,-101.94699352
7116857,Imprenta Publisam,,323119,0 a 5 personas,,,,Juan De La Barrera,5624.0,98,20.59999058,-103.33519799
9118849,Imprenta Punto Publicitario,,323119,0 a 5 personas,,,,Agustin De Iturbide,44.0,16,20.52811112,-102.33239206
8448204,Imprenta Rangel,,323119,0 a 5 personas,,,,Francisco I. Madero,114.0,17,20.12736773,-104.34421823
1865761,Imprenta Rapida Cdg,,323119,0 a 5 personas,33259889887.0,marcela_tejeda@hotmail.com,,Avila Camacho,1950.0,120,20.71250145,-103.37565702
1875665,Imprenta Rg Vicion Impresa,,323119,0 a 5 personas,,,,Lopez De Legazpi,1641.0,39,20.6377705,-103.37433385
1961734,Imprenta Ritz,,323119,0 a 5 personas,,,,Garibaldi,410.0,39,20.68108706,-103.34927151
1631192,Imprenta Rodriguez,,323119,6 a 10 personas,,,,Francisco I. Madero,70.0,18,20.27781095,-102.54902613
1802745,Imprenta Rolse,,323119,0 a 5 personas,3414120570.0,,,Cristobal Colon,124.0,23,19.70651531,-103.46214475
1960925,Imprenta Roma,,323119,0 a 5 personas,3333420854.0,imprentaroma@hotmail.com,,Manuel Acuña,838.0,39,20.68384472,-103.35579341
1871086,Imprenta Roma,Imprenta Roma Sa De Cv,323119,0 a 5 personas,3314369312.0,romadigital@hotmail.com,,Colon,449.0,39,20.66970688,-103.34901517
1842303,Imprenta Rosales,,323119,0 a 5 personas,3336591606.0,,,Rio Tuito,1114.0,39,20.64305745,-103.32055489
7219548,Imprenta Rosetta Grafica,,323119,0 a 5 personas,,rosettagrafica@hotmail.com,,Privada Luis Moreno,569.0,53,21.35993055,-101.93682485
9082598,Imprenta Salcedo,,323119,0 a 5 personas,,imprentasalcedo@hotmail.com,,Santa Monica,65.0,18,20.28658867,-102.5456594
1856236,Imprenta San Francisco,,323119,0 a 5 personas,3336182599.0,,,5 De Mayo,163.0,39,20.67114807,-103.34039511
1850820,Imprenta San Jose,,323119,0 a 5 personas,,,,Nueva Galicia,1137.0,39,20.66996481,-103.35240037
1630717,Imprenta San Jose,,323119,0 a 5 personas,,,,16 De Septiembre,143.0,18,20.27894521,-102.55296989
1661518,Imprenta San Jose,,323119,0 a 5 personas,,,,Ignacio Mejia,64.0,23,19.7043511,-103.47108101
1920664,Imprenta San Julian,,323119,0 a 5 personas,3477181901.0,isaele1@hotmail.com,,La Paz,324.0,74,21.01422183,-102.18201424
1761544,Imprenta San Sebastian,,323119,0 a 5 personas,3414136152.0,imprenta-s@hotmai.com,,Madero Y Carranza,291.0,23,19.70326794,-103.47203275
1846486,Imprenta Santa Monica,,323119,0 a 5 personas,,,,Santa Monica,210.0,39,20.67986785,-103.34901442
1874999,Imprenta Saosa Impresiones,,323119,0 a 5 personas,,,,Francisco Vazquez Coronado,2138.0,39,20.64478794,-103.3817122
1896791,Imprenta Sb Publicidad,,323119,0 a 5 personas,33306524.0,sb_publicidad@hotmail.com,,8 De Julio,3614.0,39,20.62231068,-103.37193366
1843544,Imprenta Selecta,,323119,0 a 5 personas,3338250717.0,,,Juan Manuel,1284.0,39,20.67858457,-103.36347132
7143441,Imprenta Seripress,,323119,0 a 5 personas,,seripressmx@gmail.com,www.seripress.mx,Mezquitan,703.0,39,20.68712201,-103.35291554
1726059,Imprenta Seriprint,,323119,0 a 5 personas,,,,Ocampo,267.0,24,20.37245104,-103.82036709
1877736,Imprenta Seryman Impresiones,,323119,0 a 5 personas,,,,Vista A La Campiña,3840.0,120,20.76124576,-103.33284588
9109268,Imprenta Sg Colmeneros,,323119,0 a 5 personas,,antonio@sgcolmeneros.com,www.sgcolmeneros.com,Independencia Norte,1060.0,39,20.69118465,-103.33305063
1961417,Imprenta Sin Nombre,,323119,0 a 5 personas,3310677280.0,zonacreativagdl@hottmail.com,,Florencio Antillan,2.0,39,20.68340095,-103.35107856
1871077,Imprenta Sin Nombre,,323119,0 a 5 personas,3339706686.0,,,Ocampo,435.0,39,20.66975993,-103.3494174
1894486,Imprenta Sin Nombre,,323119,0 a 5 personas,,alfonsogaribaydelapuente@gmail.com,,Isla Sisargas,2789.0,39,20.62741283,-103.3882954
1830914,Imprenta Sin Nombre,,323119,6 a 10 personas,3313802873.0,,,8-A,1900.0,39,20.64562026,-103.34969982
1856793,Imprenta Sin Nombre,,323119,0 a 5 personas,3336196681.0,,,Cuauhtemoc,435.0,39,20.66592385,-103.33962616
1668757,Imprenta Sin Nombre,,323119,0 a 5 personas,3319239651.0,imprentaroa@hotmail.com,,Jose Guadalupe Montenegro,1114.0,39,20.66823226,-103.35196868
1799220,Imprenta Sin Nombre,,323119,6 a 10 personas,3338274133.0,lineadigital1@hotmail.com,,Reforma,838.0,39,20.68008275,-103.35668221
1665631,Imprenta Sin Nombre,,323119,0 a 5 personas,3318370162.0,,,Gregorio Davila,1061.0,39,20.68979882,-103.36134683
1871097,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,General Pedro Rioseco,29.0,39,20.66984001,-103.34856741
8989986,Imprenta Sin Nombre,Papeles Y Convenciones Sanchez Sa De Cv,323119,0 a 5 personas,,,,Fray Juan Calero,28.0,120,20.72648124,-103.40017545
1871138,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,Avenida De La Paz,984.0,39,20.66898523,-103.34986087
7144107,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,San Felipe,622.0,39,20.67941863,-103.35260403
1637578,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,Tesistan,675.0,120,20.72934875,-103.40227797
1961031,Imprenta Sin Nombre,,323119,0 a 5 personas,3338265862.0,,,Joaquin Angulo,828.0,39,20.68191048,-103.35684562
1954211,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,Salome Arias,1693.0,39,20.70747111,-103.29440475
1899252,Imprenta Sin Nombre,,323119,0 a 5 personas,3333432308.0,,,Antonio Neri,4426.0,39,20.62342793,-103.35761618
1842717,Imprenta Sin Nombre,,323119,0 a 5 personas,,imprentahernandezhuante@hotmail.com,,Contreras Medellin,102.0,39,20.67803439,-103.35127726
8773093,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,San Felipe,517.0,39,20.67938532,-103.35091186
1666534,Imprenta Sin Nombre,,323119,0 a 5 personas,,mariorcasillas@hotmail.com,,Juan N. Cumplido,746.0,39,20.68841128,-103.35806004
8981477,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,Jose Maria Iglesias,3136.0,39,20.67971813,-103.28993864
1641231,Imprenta Sin Nombre,,323119,0 a 5 personas,3315616484.0,,,Santa Esther,342.0,120,20.72773584,-103.41797363
1953999,Imprenta Sin Nombre,,323119,0 a 5 personas,3312033009.0,,,Joaquin Amaro,2006.0,39,20.70010678,-103.29082105
1856509,Imprenta Sin Nombre,,323119,0 a 5 personas,3336177743.0,,,Nicolas Bravo,320.0,39,20.66805308,-103.33876223
1842681,Imprenta Sin Nombre,,323119,0 a 5 personas,,casasanfelipe@hotmail.com,,San Felipe,519.0,39,20.67938469,-103.35093193
1667246,Imprenta Sin Nombre,,323119,0 a 5 personas,3334000565.0,javierarevalo_63@hotmail.com,,Leandro Valle,13.0,39,20.66903666,-103.34583654
1676310,Imprenta Sin Nombre,,323119,6 a 10 personas,,,,Manuel Varela,4458.0,39,20.62171432,-103.35424432
1932366,Imprenta Sin Nombre,,323119,0 a 5 personas,,,,Juan De Dios Robledo,775.0,39,20.68211457,-103.31052375
8981947,Imprenta Sin Nombre,,323119,0 a 5 personas,,imagen.impresos@hotmail.com,,Contreras Medellin,174.0,39,20.67892507,-103.35123416
1842679,Imprenta Sin Nombre,,323119,0 a 5 personas,3336132530.0,,,San Felipe,541.0,39,20.67937937,-103.35110118
8691387,Imprenta- Sin Nombre,,323119,0 a 5 personas,,,,Montes Urales,2203.0,39,20.70457243,-103.31977768
9201178,Imprenta -Sin Nombre,,323119,0 a 5 personas,,,,5 De Mayo,342.0,39,20.66863548,-103.34124946
1641522,Imprenta Sistemas Graficos,,323119,0 a 5 personas,3336560729.0,sistemasgraficosoma@hotmail.com,,Ramon Corona,439.0,120,20.72451519,-103.39864834
9133855,Imprenta Sn,,323119,6 a 10 personas,3312049732.0,,,Volcan Cofre De Perote,5329.0,120,20.64494467,-103.42530755
1638764,Imprenta Solorio,,323119,0 a 5 personas,3421005394.0,,,Santos Degollado,188.0,82,19.87780422,-103.6037148
1820848,Imprenta Soltero,,323119,0 a 5 personas,3173821410.0,,,Benito Juarez,75.0,15,19.77044445,-104.36492901
8381029,Imprenta Stempel,Istempel S De Rl De Cv,323119,0 a 5 personas,,,,Carlos R. Vidal,2642.0,39,20.6207707,-103.38722666
7143893,Imprenta Tecnocopy,,323119,11 a 30 personas,,,www.tenocopy.com,Cruz Verde,521.0,39,20.68500158,-103.35722036
1944283,Imprenta Tipo Grafica De Occidente,,323119,6 a 10 personas,,,,Hacienda De Tala,3192.0,39,20.69075182,-103.28530505
7609554,Imprenta Todo Lonas,,323119,0 a 5 personas,492942379.0,,,5 De Mayo,18.0,25,22.11188336,-103.26933208
1814299,Imprenta Tony,,323119,0 a 5 personas,,,,Constitucion,172.0,70,20.5181243,-103.1810634
1870299,Imprenta Turismo Grafico,,323119,31 a 50 personas,,,,Quetzal,1586.0,39,20.65022786,-103.36181798
1627042,Imprenta Valle Ornelas,,323119,0 a 5 personas,3919174618.0,,,Nicolas Bravo Norte,40.0,13,20.55061543,-102.50906038
1841858,Imprenta Vanely,,323119,0 a 5 personas,3315624031.0,,,Enrique Gonzalez Martinez,44.0,39,20.67582354,-103.35142634
1627328,Imprenta Vazquez,,323119,0 a 5 personas,3919170163.0,,,Convento Del Carmen,7.0,13,20.55006346,-102.50457464
1796262,Imprenta Vazquez Gonzalez,,323119,0 a 5 personas,,,,Independencia,505.0,13,20.54584359,-102.51757905
1932568,Imprenta Velazquez,,323119,0 a 5 personas,3315056898.0,velazquezimpresos@hotmail.com,,Federacion,1852.0,39,20.67597817,-103.31161237
1835873,Imprenta Victor,,323119,0 a 5 personas,,,,Agustin Yañez,80.0,24,20.36717824,-103.8217074
1884944,Imprenta Victor S,,323119,0 a 5 personas,,,,Ignacio Allende,1.0,77,20.43516635,-103.929935
7491707,Imprenta Victors,Imprenta Victors ,323119,0 a 5 personas,3757603676.0,impvictors@hotmai.com,,Barra De Navidad,1054.0,77,20.3821288,-103.85920651
1871765,Imprenta Villa,,323119,0 a 5 personas,3338260712.0,juanvillac@hotmail.com,,Penitenciaria,659.0,39,20.66670327,-103.35627137
1833151,Imprenta Villa Corona,,323119,0 a 5 personas,,,,Lerdo De Tejada,76.0,114,20.41625977,-103.66644537
1640354,Imprenta Villalobos,,323119,0 a 5 personas,,,,Daniel Larios,,82,19.88034193,-103.59855115
1962690,Imprenta Vision Cardian Impresores,,323119,6 a 10 personas,3311206242.0,vcardian@yaoo.com,,Mariano Barcena,575.0,39,20.68525902,-103.35214766
1645686,Imprenta Vision Publicitaria,,323119,0 a 5 personas,3411182880.0,,,Ramon Corona,47.0,108,19.55785537,-103.37351678
1783637,Imprenta Xpresso,,323119,0 a 5 personas,,,,Paseo Sierra Morena,1157.0,53,21.35577894,-101.95091607
1876082,Imprenta Y Calcomanias Loza,Imprenta Y Calcomanias Loza Sa De Cv,323119,11 a 30 personas,3336460002.0,valentin.contabilidad@imprentaloza.mx,,Oscar Mendez,3057.0,39,20.63178695,-103.36323822
1631104,Imprenta Y Manualidades Gutierrez,,323119,0 a 5 personas,,,,Vallarta,20.0,18,20.27939158,-102.55040072
1871152,Imprenta Y Maquila,,323119,0 a 5 personas,3315250591.0,,,Colon,548.0,39,20.66840931,-103.35013302
1903783,Imprenta Y Papeleria Lourdes,,323119,0 a 5 personas,,,,Rafael Ochoa Montaño,25.0,83,20.65462988,-103.7043798
7885787,Imprenta Y Sellos De Goma Sergio,,323119,0 a 5 personas,,selllos_sergio@hotmail.com,,Silverio Nuñez,106.0,23,19.70255854,-103.46700215
8420052,Imprenta Y Stampas,,323119,0 a 5 personas,,saul_s_r@hotmail.com,,San Felipe,583.0,39,20.67935829,-103.35204172
1871019,Imprenta Y Tlapaleria,,323119,0 a 5 personas,,,,Tabachin,1550.0,39,20.65268688,-103.36611335
1893949,Imprenta Yadira,,323119,11 a 30 personas,,brazaletestyvek@hotmail.com,,Cristobal Colon,2992.0,39,20.63534578,-103.37884415
1914835,Imprenta Yuen,,323119,0 a 5 personas,3336310353.0,,,Pedro Simon Laplace,4070.0,120,20.63307181,-103.42232485
